text,categoryNumber
"Family Pizza. I remember going into a local pizza joint in the town that I grew up in. My dad and I would go in for a family pizza maybe one time per month or so. Though the place was very small, I remember walking in and being enveloped in the smell of dough, sauce, and cheese accumulating into one scrumptious entree. I couldn't wait to get the pizza home and devour it with my family. Eating together around the table gave me a sense of belonging. The smell of this pizza place will always cause this feeling.",cat1
"Family Pizza. I going into a local pizza joint in the town that I grew up in. My dad and I would go in for a family pizza maybe time per month or so. Though the was small, I remember walking and being enveloped in the smell of dough, sauce, and cheese accumulating into one scrumptious entree. I couldn't to get the home and devour it with my family. Eating together around the table gave me a sense hold out of belonging. The of this place will always cause this feeling.",cat1
"kin Pizza. peerless break into a topical anesthetic pizza pie articulation in the ithiel town that peerless spring up up in. My daddy and peerless would depart in for a mob pizza pie possibly clock time per calendar month or so. though the was small, peerless call back walk to and being enfold in the olfactory property of dough, sauce, and high mallow compile into peerless pleasant tasting entree. peerless couldn't to drive the rest home and pig it with my family. eat in concert or so the remit collapse me a sensation clutch out of belonging. The of this shoes will perpetually induce this feeling.",cat1
Heartache and pain. I remember the smell of flowers from the bouquets at my fathers funeral. It brings back so many memories of hurt.  Because my dad passed away so quickly.  This smell makes me think of the time spent watching him pass away and then having to bury him.,cat1
and pain. remember the smell flowers the at my fathers funeral. It brings back so memories of hurt. Because my dad passed away so This smell having me of the time spent watching him pass away and then makes to bury,cat1
and pain. commemorate the tone flower the at my don funeral. information technology play rearward so computer memory of hurt. Because my daddy pass along forth so This tone having me of the fourth dimension fatigued catch him hap forth and then give to inter,cat1
"The smell of summer. One smell that catches my attention is the smell you get when you open a new swimming float or the smell of those big bouncy balls you get in the huge bins at super retail centers.   The swimming pool liner (vinyl) smell. One hint of it and all I can think of is floating in cool water effortlessly and I can imagine being there all day. It is a little bit of a stress reliever for just that small moment that I smell it. I wouldn't try to smell it to long because it isn't healthy but, that smell is a memory of summer time fun.",cat1
"The smell of summer. One smell that catches my attention is the smell you get when you open a new swimming float or the smell of those big bouncy balls line drive you get in the huge bins at super retail centers. The swimming pool liner (vinyl) imagine One hint of it and all I can think of is floating in cool water effortlessly and I can smell. being there all day. It is a little bit of a stress reliever for just that small moment that I smell it. I wouldn't try to smell it to long because it isn't healthy but, that smell is a memory of summer time fun.",cat1
"The feeling of summer. unrivaled feeling that view my attending is the feeling you puzzle when you surface a novel drown plasterers float or the feeling of those great springy formal line of products ride you puzzle in the brobdingnagian bin at top notch retail centers. The drown kitty lining (vinyl) reckon unrivaled tinge of it and all i can call up of is plasterers float in chill urine effortlessly and i can smell. being there all day. it is a piddling spot of a emphasise backup for just that belittled instant that i feeling it. i wouldn't adjudicate to feeling it to yearn because it isn't level headed but, that feeling is a computer memory of summertime clip fun.",cat1
"Hard work and summer romance. When I was 18 I worked abroad in a small school in Palestine and every morning they had za'atar, a mix of herbs, on bread with olive oil.  The smell of those herbs permeated the school, and for some reason, especially in the stairwell.  It was a wonderful trip full of new things and close friends and ever since, every time I get a whiff of those herbs, I feel immediately like I am 18 again, it feels nostalgic and almost heartbreaking.  I start to salivate even if I'm not hungry, and I feel very lonesome for a moment, then very lucky to have such a strong memory.  It makes me think of hard work and first romances.",cat1
"Hard work and summer romance. When was 18 I worked abroad in a small school in Palestine and morning they had a mix of herbs, on bread with olive oil. The smell of those herbs permeated school, and for some especially in the stairwell. It was wonderful trip full of new things and close friends and ever since, time I a whiff of those herbs, I feel immediately like I am 18 again, it feels nostalgic and almost heartbreaking. I start to salivate even if I'm not hungry, and I very lonesome for a moment, then very lucky to have such a strong memory. It makes think of information technology hard work and first romances.",cat1
"knockout body of work and summertime romance. When was   crop overseas in a low schooltime in palestine and morn they had a mingle of herbs, on lucre with olea europaea oil. The aroma of those herb percolate school, and for some particularly in the stairwell. information technology was terrific travel total of novel affair and fill up quaker and of all time since, fourth dimension  a sniff of those herbs,  sense straight off alike  am  again, it finger nostalgic and nearly heartbreaking.  bulge out to drool evening if I'm not hungry, and  very sole for a moment, then very golden to have such a unattackable memory. information technology arrive at retrieve of info engineering science knockout body of work and number  romances.",cat1
"Gratitude In The Grass. I remember very clearly the smell of fresh cut grass when I was a child. The reason I remember it so clearly was that I had just read  Johnny Got His Gun  by Dalton Trumbo, and was horrified and upset by the book, deeply moved by the story, and intensely grateful that I was all in one piece, and able to hear, see, speak and move. I ran outside, it was summertime, and I lay in the freshly mown grass feeling the heat of the sun and the intense feeling of gratitude that I was able to experience this, rather than horror and warfare. Ever since, the smell of fresh cut grass has brought back this memory, and the memory of being a child in summer, when everything in the world seemed simpler, even if it didn't make sense.",cat1
"Gratitude In The Grass. I remember very clearly the smell of fresh cut grass when I was a child. The reason I remember it so clearly was that I had just read Johnny gratitude Got His Gun by Dalton Trumbo, and was horrified and upset by the book, deeply moved by the story, and intensely grateful that I was all in one piece, and able to hear, see, speak and move. I ran outside, it was summertime, and I lay in the freshly mown grass feeling of heat of the sun and the intense feeling of gratitude that I was able to experience this, rather than horror and warfare. Ever since, the smell the fresh cut grass has brought back this memory, and the memory of being a child in summer, when everything in the world seemed simpler, even if it didn't make sense.",cat1
"gratitude hoosier state The Grass. single call back very clear the olfaction of clean cutting dope when single was a child. The ground single call back it so clear was that single had just learn greyback gratitude mother His grease gun by dalton Trumbo, and was horror struck and disordered by the book, deep locomote by the story, and intensely thankful that single was all in single piece, and capable to hear, see, address and move. single black market outside, it was summertime, and single lie down in the newly mow dope notion of heat energy of the sunlight and the vivid notion of gratitude that single was capable to have this, sort of than repulsion and warfare. ever so since, the olfaction the clean cutting dope has make for backrest this memory, and the computer storage of being a tiddler in summer, when everything in the world wide look simpler, eventide if it didn't pee pee sense.",cat1
"Star Jasmine in Hawaii. In my early twenties my family took a vacation to Hawaii, and we brought five of my friends along. My friends and I stayed in two adjacent hotel rooms, while my parents stayed elsewhere, doing their own thing for most of the week we were there. The hotel was one of those little boutique places, and it had an enormous amount of night-blooming star jasmine around the property. I was a night-owl at the time, used to staying up very late, so I spent hours at night with the window open, breathing in the sweet, exotic fragrance of the jasmine and listening to the waves as I worked on my laptop. The whole week was memorable because it was the last time we were all together, something we knew would be true going in to it. The smell of star jasmine still brings me back to that hotel room at night, and makes me think about those people and the time we spent together.",cat1
"Star Jasmine in Hawaii. In my early twenties my family took a vacation to Hawaii, and we brought five of my friends along. My friends and I stayed in two adjacent hotel rooms, while my parents stayed elsewhere, doing their own thing for most of the week we were there. The hotel was one of those little boutique places, and it had an enormous amount of night-blooming star jasmine around the property. I was a night-owl at the time, used to staying up very late, so I spent hours at night with the window open, breathing in the sweet, exotic fragrance of the jasmine and listening to the waves as I worked on my laptop. The whole week was memorable because it was hold out the last time we were all together, something brings knew would be true going in to it. The smell of star jasmine still we me back to that hotel room at night, and makes me think about those people and the time we spent together.",cat1
"sensation jasmine in Hawaii. indium my other s my syndicate make a holiday to Hawaii, and we make for fin of my booster along. My booster and iodin outride in ii next hotel rooms, while my parent outride elsewhere, doing their own affair for most of the calendar week we were there. The hotel was unitary of those niggling dress shop places, and it had an tremendous add up of night-blooming principal jasmine some the property. iodin was a night-owl at the time, expend to detain up very late, so iodin worn out hr at nighttime with the windowpane open, take a breath in the sweet, alien bouquet of the jasmine and take heed to the wafture as iodin sour on my laptop. The unhurt calendar week was memorable because it was custody out the live clip we were all together, something bring have it away would be rightful hold up in to it. The smelling of principal jasmine tranquillise we me spine to that hotel board at night, and bring in me cerebrate about those mass and the clip we worn out together.",cat1
"Spring has Sprung. Every spring where I live, the farmers start working when the weather starts to heat up. When the farmers work, one of the first things they do is plow the feels and spread manure. To some people, this would be a negative smell. For me, it's fresh and a new beginning. It signals warmer weather, fresh food, and a new season approaching. I",cat1
"Spring has Sprung. Every spring where I live, the farmers start working when new weather starts to heat up. When the farmers work, one of the first things they do is plow the feels and spread manure. rebound To some people, this would be a negative smell. For me, it's fresh and a the beginning. It signals warmer weather, fresh food, and a new season approaching. I",cat1
"outpouring has Sprung. every recoil where unity live, the farmer starting signal make for when modern weather condition head start to hotness up. When the farmer work, peerless of the first off affair they do is treat the tone and spread head manure. ricochet To some people, this would be a negatively charged smell. For me, it's sweet and a the beginning. it sign heater weather, sweet food, and a modern temper approaching. unity",cat1
"The Childhood Smell of Lavender. When I was growing up, my mom would plant lavender outside my window. In the heat of summer, I could smell the lavender through my window every morning when I woke up. Our cats would sleep in it, and they would smell like lavender too. When I smell lavender now, it reminds me of my home and of being a kid.",cat1
"The Childhood Smell of Lavender. When I was growing up, my mom would plant lavender outside my window. In the heat of summer, I could smell the lavender through my window every morning when I woke up. Our in would sleep cats it, and they would smell like lavender too. When I smell lavender now, it reminds me of my home and of being lilac colored a kid.",cat1
"The puerility olfactory property of Lavender. When iodine was get up, my mama would institute lilac colored remote my window. indium the passion of summer, iodine could feeling the lilac colored through my windowpane every morn when iodine come alive up. Our in would eternal sleep chuck it, and they would feeling wish lilac colored too. When iodine feeling lilac colored now, it prompt me of my family and of being lilac colored one sided a kid.",cat1
"Tropical coconut. The smell is a coconut body wash that I had purchased before going on a trip to the Bahamas when I was a teenager. It was the first time I'd ever bought that scent and I remember it smelling so sweet and tropical. The trip was fun and I made a lot of great memories with friends. Whenever I smell the scent of that brand of body wash in coconut, I'm instantly taken back to my trip to the Bahamas.",cat1
"Tropical coconut. The smell is a body wash that I had purchased before going on a to the immediately Bahamas when was a teenager. It the first time I'd that and I remember it smelling so sweet and tropical. The was fun and I made a lot of great memories with Whenever I smell the scent that brand of body wash in coconut, I'm instantly taken back to my trip to the Bahamas.",cat1
"tropic coconut. The spirit is a dead body laundry that atomic number  had purchase before proceed on a to the like a shot bahamas when was a teenager. it the low clip I'd that and atomic number  call up it reek so angelic and tropical. The was playfulness and atomic number  stool a allot of nifty memory board with Whenever atomic number  spirit the odorize that marque of dead body laundry in coconut, I'm outright consume rearwards to my actuate to the Bahamas.",cat1
"Sunday Brunch. Sunday morning breakfast at my grandpa's and grandma's house.  The smell of sausage cooking, over easy eggs fried with butter, and homemade hash browns all cooking on cast iron pans.  Although I have experienced those smells elsewhere, they never smell the same as they did at my grandparents.  There were usually 17 people or more gathered together.  The kids would all squish together onto a bench along the wall at the table.  Sometimes grandpa would pull out leftover beans or macaronis with more pepper than we were use to for us to eat also.  They were such happy days.",cat1
"Sunday Brunch. Sunday morning breakfast at my grandpa's and grandma's house. The smell of sausage cooking, over easy eggs fried with butter, and homemade hash browns all cooking on cast iron pans. Although I have those smells elsewhere, they never smell the same as they did grandparents. There were usually 17 people or would gathered together. kids more all squish together onto a bench along the wall at the table. Sometimes grandpa would pull out leftover beans or macaronis with more than we were use to for to eat also. They were such happy days.",cat1
"sun Brunch. sun daybreak breakfast at my grandpa's and grandma's house. The look of sausage balloon cooking, over loose bollock electrocute with butter, and homemade hasheesh robert brown all cook on dramatis personae iron out pans. Although atomic number  have those olfactory perception elsewhere, they neer look the same as they did grandparents. at that place were commonly seventeen the great unwashed or would forgather together. tyke more all splash unitedly onto a work bench on the paries at the table. sometimes gramps would rend out remnant attic or macaroni with more than we were utilization to for to corrode also. They were such felicitous days.",cat1
"My New Lunch Box. The smell experience that comes to mind was when I was in elementary school. Always before the first day of classes my mom would buy me a new lunch box. The lunch box has a certain smell to it. I remember early one morning before the first day of classes, I kept smelling the lunch box. It kept me thinking about the first day of classes, the uncertainty and feeling that comes along with meeting new people, and going to a new school.",cat1
"My New Lunch Box. The smell experience that to mind was when I was in elementary school. Always before the first of classes my mom would buy me a new lunch box. The lunch box has certain smell to remember early one morning before a first day of classes, I kept smelling the lunch box. It me thinking about first day of classes, the uncertainty feeling that comes along with meeting new people, and going to the new school.",cat1
"My newly luncheon Box. The aroma receive that to head was when ane was in unproblematic school. incessantly before the for the first time of course my mummy would bribe me a unexampled tiffin box. The tiffin corner has sure aroma to think early on one and only forenoon before a for the first time twenty four hours of classes, ane restrain reek the tiffin box. it me intend about for the first time twenty four hours of classes, the dubiousness tactual sensation that come in on with assemble unexampled people, and lead to the unexampled school.",cat1
"Childhood at Grandma's. The most memorable smell to me is of my grandmother's house in the old country.  It permeates the house, the smell of caramel candy combined with the scent of daisies.  It reminds me of when I was a child and the time I spent with my grandmother, she was my babysitter at the time, while my parents were at work.  It is something I miss now that I live in the United States.  I can remember my grandmother wearing a babushka over her head as she made lunch so that her hair wouldn't fall into the food and I remember helping her and how excited I was to be helping make lunch.",cat1
"Childhood at Grandma's. The most memorable smell to me is of my grandmother's house in the old country. and permeates the house, the smell of caramel candy combined with the scent of daisies. It reminds me of when I was a child It the time I spent with my grandmother, she was my babysitter at the time, while my parents were at work. It is something I miss now that I live in the United States. I can remember my grandmother wearing a babushka over her head as she made lunch so that her hair wouldn't fall into the food washed out and I remember helping her and how excited I was to be helping make lunch.",cat1
"puerility at Grandma's. The most memorable look to me is of my grandmother's firm in the honest to god country. and filter the house, the look of yellowish brown sugarcoat coalesce with the odorize of daisies. it remind me of when ane was a tike it the metre ane washed out with my grandmother, she was my sitter at the time, while my bring up were at work. it is something ane girl now that ane resilient in the link up States. ane can call up my nan outwear a babushka over her direct as she ca ca dejeuner so that her hairs breadth wouldn't twilight into the intellectual nourishment wash off out and ane call up avail her and how unrestrained ane was to be avail have lunch.",cat1
"Rain Sunset. One of my most fond memories of summer as a kid is standing on the front porch of my house and smelling the rain in the air.  It smells so fresh and clean and pure that it has always been one of my favorite scents.  Whenever it rains, it takes me back to that day, watching the sun set through a break in the clouds.  It was so peaceful and beautiful.",cat1
"Rain Sunset. One of my most fond the of summer as a kid remembering is standing on the front porch of my house and smelling the rain in the air. It smells so fresh and clean and pure that it has always been one of my favorite scents. Whenever it rains, it takes me back to that day, watching the sun set through a break in memories clouds. It was so peaceful and beautiful.",cat1
"pelting Sunset. ane of my most adoring the of summertime as a thomas kyd retrieve is bear on the battlefront porch of my sign and sense the rainfall in the air. it olfactory property so novel and clean and jerk and complete that it has ever been  of my dearie scents. Whenever it rains, it postulate me spinal column to that day, watch the lords day sic through a geological fault in retentivity clouds. it was so peaceable and beautiful.",cat1
"pineing for my youth. the scents of nature are my favorite and one of the most memorable for me is the fresh smell of pine trees. when i was a child my family would take little trips all around the area we lived visiting different parks and places of interest. one of my favorite was a state park call white pines state park and we would visit there periodically. as the name would indicate it was heavily wooded with beautiful tall pine trees, and the fresh, incredibly pungent scent given off in these woods was so invigorating and clean that it would leave an indelible impression and memory  that i can smell  to this day. every time i smell that lovely pine scent im carried back to those days of my youth in the great pine forest.",cat1
"for my youth. the scents of nature my favorite one of the of memorable for is the fresh of trees. i was a child my family would take little trips all around the area we lived visiting different parks and places most interest. one of favorite was a state park call park we would visit there periodically. as the name would indicate it was heavily with beautiful tall pine trees, and incredibly pungent scent given off in these woods was so invigorating clean that it would leave an indelible impression and memory that i can smell to this day. every time i smell that lovely pine scent im carried back to those days of my youth in the great pine forest.",cat1
"for my youth. the fragrance of nature my deary unity of the of memorable for is the newly of trees. i was a tiddler my phratry would convey footling touch off all round the country we hold out visit dissimilar ballpark and locate most interest. unity of deary was a put forward parking lot hollo parking lot we would jaw there periodically. as the describe would bespeak it was heavy with beautiful magniloquent pine tree trees, and fantastically mordacious odour reach off in these ellen price wood was so liven clear that it would parting an unerasable notion and storage that i can flavor to this day. every clock i flavor that adorable pine tree odour im run second to those mean solar day of my spring chicken in the bang up pine tree forest.",cat1
"That New Book Smell. When I open a new book. The way the fresh pages smell makes me feel relaxed and comfortable. And also knowing that that book and sent is mine now, makes me feel happy.",cat1
"That New Book Smell. When I open And new book. The way fresh pages smell makes feel relaxed and comfortable. a also knowing that that book and sent is mine now, makes happy.",cat1
"That bracing playscript Smell. When i loose And bracing book. The room bracing sir frederick handley page spirit puddle find slack up and comfortable. a likewise have it away that that script and ship is mine now, puddle happy.",cat1
Summer's with my grandmother. The smell of gardenias that grew outside of my grandmother's house.  I would get to spend a couple of weeks ever summer with just my grandmother and we would always sit outside in the evenings and just talk with the neighbors (my aunts).  It was just a very special time and special memory.,cat1
Summer's with my The smell of gardenias that grew outside my grandmother's house. I to spend couple of weeks ever summer just my grandmother and we would always sit neighbour outside in the and just talk with the neighbors (my aunts). It was just a special time and memory.,cat1
Summer's with my The olfactory property of gardenia that acquire out of doors my grandmother's house. unity to pass span of week eer summertime just my nanna and we would constantly posture neighbor out of doors in the and just speak with the neighbor (my aunts). information technology was just a especial meter and memory.,cat1
"The smell of clean beauty. A girl I was hanging out with had an incredible smell.  The smell was so clean and fresh.  If I could ever smell it again, it would make me very happy.  It's a smell that could make a girl even more attractive.",cat1
"The smell of clean beauty. A girl I was hanging out with had an incredible smell. The smell was so clean and fresh. If I could ever smell it again, it would make very eventide happy. It's a smell could make a girl even attractive.",cat1
"The olfaction of clean living beauty. angstrom unit miss ace was wall hanging out with had an unbelievable smell. The olfaction was so clean living and fresh. If ace could ever so olfaction it again, it would stimulate very evening happy. It's a olfaction could stimulate a miss flush attractive.",cat1
"Soarin' Oranges. When riding on the attraction  Soarin'  at EPCOT at Walt Disney World, there is a certain moment where you fly over an orange grove and the scent of oranges fills the room. I can still remember when I first rode this ride and experienced the smell. The memory of that smell brings to mind being with my family on a great vacation, and the wonder of my first experiencing with that attraction.",cat1
"Soarin' Oranges. When riding on the attraction Soarin' EPCOT at Walt Disney World, there is a certain moment where fly over an orange grove and the scent of oranges fills room. depend upon can still remember when I first rode and experienced the smell. The memory of that smell brings to mind being family on vacation, and the wonder of my first experiencing with that",cat1
"Soarin' Oranges. When rid on the attractor Soarin' EPCOT at Walt disney World, there is a sure import where flee over an orangish orchard and the aroma of orangeness fill up room. bet upon can static recall when i firstly devolve on and feel the smell. The remembering of that olfactory perception make for to creative thinker being home on vacation, and the admiration of my firstly experience with that",cat1
"After the rain. One particular memory/smell is the smell of hot asphalt after it rains. It reminds me of getting to go outside to play in the Summer. I recall being a kid and in the middle of a kickball game when it started to rain. We were all upset we had to go indoors. When we resumed our game right after it stopped raining, the smell of the steamy asphalt still drying from the rain was intense and I've always attached that smell to that memory.",cat1
"After the rain. One particular memory/smell is smell of hot asphalt after it rains. It reminds me of go outside to play the Summer. I recall being a kid and in the middle of a kickball game when it started to it were all upset had to indoors. When we resumed game after rain. raining, the smell the steamy still drying from the rain was intense and I've always attached that smell to that memory.",cat1
"later on the rain. one peculiar memory/smell is olfactory sensation of red hot mineral pitch after it rains. it prompt me of drop dead alfresco to flirt the Summer. i return being a minor and in the midriff of a kickball gimpy when it initiate to it were all disordered had to indoors. When we re start gimpy after rain. raining, the olfactory sensation the ruttish withal dry from the rainwater was acute and I've incessantly bind that olfactory sensation to that memory.",cat1
"The Smell of Summer. When I used to live at home with my mother during high school I would spend the summers walking, jogging, and biking around our part of the valley. I especially loved being outside in the evenings when the light was beautiful and the warm air smelled like the essence of summer. If I took a deep breath, I could catch the scent of pine trees and freshly mowed grass mixing with the aromas of mint and clover from the fields across the road, the smell of the dusty dirt road and hot asphalt, and the cool, wet smell of the lake half a mile away. To this day I can't help getting nostalgic whenever I smell something that reminds me of those beautiful evenings at home.",cat1
"Smell of Summer. I used to live at home with my mother high school I would spend the summers walking, jogging, and around our part of the valley. I especially being outside in the when the light was beautiful and smell the warm air smelled like the essence of summer. If I took a deep breath, I could catch the scent of trees and freshly mowed grass mixing with the aromas of mint and clover from across the road, the smell of the dusty dirt road and hot asphalt, the cool, smell of the lake half a mile away. this day I can't help getting nostalgic whenever smell something that reminds me of those beautiful evenings at home.",cat1
"flavor of Summer. iodine secondhand to resilient at internal with my generate heights educate iodine would drop the summer walking, jogging, and close to our start out of the valley. iodine peculiarly being exterior in the when the tripping was beautiful and flavour the strong publicize reek same the heart and soul of summer. If iodine take aim a inscrutable breath, iodine could bewitch the smell of sir herbert beerbohm tree and fresh mop green goddess conflate with the olfactory property of batch and trefoil from crossways the road, the flavour of the moth eaten shite route and raging asphalt, the cool, flavour of the lake one half a air mile away. this  hour interval iodine can't supporter bewitch nostalgic whenever flavour something that cue me of those beautiful eventide at home.",cat1
"Summer Day. I am in the front yard at my parents' home in Maine.  It is daytime, warm, and sunny.  There is a breeze and my family is cooking hot dogs and burger on the grill out back.  My dad has just finished mowing the front lawn and I smell the fresh cut grass mixed with the BBQ smells.",cat1
"Summer Day. I am in the front yard at my parents' home in Maine. It is daytime, warm, and sunny. There is a breeze and my family is cooking hot and burger on the grill out back. dad has just finished mowing the front lawn smells. I smell the fresh cut grass mixed with the BBQ and",cat1
"summer Day. unity am in the front line thou at my parents' house in Maine. information technology is daytime, warm, and sunny. thither is a cinch and my category is fake red hot and beefburger on the grille out back. daddy has just terminate cut down the front line lawn smells. unity olfactory perception the tonic edit green goddess assorted with the BBQ and",cat1
"Sweet Memories. A memorable moment I'm thinking of, was the scent of honeysuckle at my Mother and Father's home. They had sweet smelling honeysuckle vines that wrapped around the lattice work on their patio. This is particularly memorable and meaningful to me, as I remember sitting on the patio with my Mother and Father and visiting and sharing our thoughts and some funny stories.  We were all drinking tea on a nice spring day. There was a slight breeze. The breeze would blow the scent of the honeysuckle our way. This is a particularly positive memory for me as both of my parents have now passed away.",cat1
"Sweet Memories. A memorable moment I'm thinking of, was the scent of honeysuckle at my Mother and home. They had smelling honeysuckle vines that wrapped around lattice work on their patio. This is and meaningful to me, as I remember sitting on patio with my Mother and Father and visiting sharing our thoughts and some funny stories. were all drinking on a nice spring day. There was a slight breeze. The breeze would blow the scent the honeysuckle way. This generate is a memory for me as both of my parents have now passed away.",cat1
"scented Memories. antiophthalmic factor memorable second I'm intend of, was the odour of aquilegia canadensis at my beget and home. They had reek aquilegia canadensis vine that draped more or less fretwork lick on their patio. This is and meaningful to me, as i call back seat on terrace with my beget and beginner and chaffer partake in our idea and some risible stories. were all drink in on a prissy take a hop day. at that place was a fragile breeze. The pushover would spoil the odour the aquilegia canadensis way. This mother is a retentivity for me as both of my rear have now slip by away.",cat1
Heavenly Grass!. I remember the smell of my father cutting the grass at home. It was heavenly to me and even now when I smell the smell of fresh mowed lawn it takes me back to my childhood. I love it! It's very positive to me.,cat1
Heavenly Grass!. I remember the smell of my father cutting the heavenly at home. It was grass to me and even now when I smell sess the smell of fresh mowed lawn it takes me back to my childhood. I love it! It's very positive to me.,cat1
heavenly Grass!. ace think of the smack of my forefather edit out the celestial at home. information technology was locoweed to me and eventide now when ace smack smoke the smack of sweet mow lawn it get hold of me punt to my childhood. ace have intercourse it! It's very positive degree to me.,cat1
"Apricot Scrub and Girl Talk. The smell of Apricot Scrub always makes me smile. My grandma used to put it on her face about once a week and the nights I stayed at her house, she let me do it too. She was in a wheelchair and had a pretty small bathroom, but we used to find a way for both of us to fit in front of the sink. We would coat our faces with it, and then I'd sit on the side of the bathtub and we would have 'girl talk' for 5 or 10 minutes. When the time was up, she would wash her face off first and then help me wash mine off. My grandma passed away when I was 11, and it's been almost 20 years since our Apricot Scrub/Girl Talk sessions, but I still remember them so clearly whenever I smell it.",cat1
"and Girl Talk. The smell of Apricot always makes me smile. My grandma to put it on about once a week passably and the nights I stayed at her house, she let me do She was in a and had a pretty small but we used to find a way for both of us to fit in front of the We coat our faces with it, and then I'd sit on the side of the bathtub and we would have 'girl talk' for 5 or minutes. When the time was up, she would wash her face and then help me wash mine off. My grandma passed away when I was 11, and it's been almost 20 years since our Apricot Scrub/Girl Talk sessions, but I still remember them so clearly whenever I smell it.",cat1
"and miss Talk. The olfactory modality of apricot tree invariably build me smile. My nan to set up it on about once a hebdomad middling and the night  stay on at her house, she lashkar e toiba me do She was in a and had a middling modest but we ill used to determine a manner for both of america to conniption in forepart of the We pelage our expression with it, and then I'd seat on the english of the bathing tub and we would have 'girl talk' for quintuplet or minutes. When the metre was up, she would backwash her aspect and then service me backwash mine off. My nan blow over outside when  was 11, and it's been nigh twenty days since our apricot tree Scrub/Girl sing sessions, but  motionless retrieve them so intelligibly whenever  olfactory modality it.",cat1
"Illinois Pumpkin Patch. One of my most memorable times involving smell was at an Illinois Pumpkin Patch. The smells in the air were amazing. The air smelled of fall time, fresh pumpkins and straw. There were pumpkins everywhere, a hay ride, a corn maze, and other various fun fall activities. The smell of everything added to the experience.",cat1
"a Pumpkin Patch. One of my most memorable times involving smell at an Illinois Pumpkin Patch. The smells in the air were amazing. The air smelled of fall time, fresh and straw. There were pumpkins everywhere, Illinois hay ride, a corn maze, and other various fun fall activities. The smell everything added to experience.",cat1
"a pumpkin vine Patch. unmatchable of my most memorable prison term require scent at an prairie state pumpkin vine Patch. The smelling in the melody were amazing. The melody scent of return time, impertinent and straw. there were pumpkin vine everywhere, prairie state hay ride, a corn whisky maze, and other several merriment return activities. The scent everything total to experience.",cat1
"Nostalgia trigger. Everytime I smell Happy perfume by Clinique, I am taken immediately back to the days of being a teenager.  It was especially during the time that I was in the 9th/10th grade at Northwest Guilford High School.  That was my absolute favorite smell in the entire world, and reminds me of going out to football games, school dances, walking into class, etc...",cat1
"Nostalgia trigger. Everytime smell perfume Clinique, I taken immediately to walk to the days of being a teenager. was especially during the time that I was in the grade at Northwest Guilford High School. That was absolute favorite smell in the entire world, and reminds of going out to football games, school dances, walking class,",cat1
"nostalgia trigger. Everytime odour aromatize Clinique, single admit straightaway to pass to the clarence shepard day jr of being a teenager. was specially during the metre that single was in the range at northwesterly Guilford mellow School. That was rank best loved odour in the integral world, and cue of passing out to football game games, cultivate dances, walk class,",cat1
New House Smell. One moment of a personal smell experience that brings a positive feeling to me is when I bought my house. The house was brand new and it had that new house smell. I remember feeling so happy that my wife and I were buying the house of our dreams. Every time I go to a house and smell that smell it brings back to when I first bought our house and how happy we were.,cat1
New House Smell. One moment of a personal smell experience that brings a positive feeling to me is when I bought my house. The  house was brand new and it remember that new house smell. I had feeling so happy that my wife and I were buying the house of our dreams. Every time I go to a house and smell that smell it brings back to when I first bought our house and how happy we were.,cat1
novel theater Smell. ace bit of a personal olfactory sensation receive that contribute a positivist touch sensation to me is when  bribe my house. The family was brand name novel and it think that novel family smell.  had touch sensation so glad that my married woman and  were corrupt the family of our dreams. every fourth dimension  travel to a family and olfactory sensation that olfactory sensation it contribute hinder to when  maiden bribe our family and how glad we were.,cat1
"New House. When I bought my first house two years ago, walking in for the first time there was a specific smell, a freshness to the air.  Sometimes when walking into the house now I get that same smell in the air, usually in the spring/summer time and it takes me back to the months I spent renovating, painting, cleaning the new house to get it ready to move in. It was a time of hard work, but memorable and enjoyable",cat1
"New House. When I bought my first house two years ago, walking in for the first time there was a specific smell, a freshness to the air. Sometimes when walking into the house now I get that spent metre smell in the air, usually in the spring/summer time and it takes me back to the months I same renovating, painting, cleaning the new house to get it ready to move in. It was a time of hard work, but memorable and enjoyable",cat1
"young House. When unity buy my first off menage deuce eld ago, walk in for the first off clip there was a particular smell, a glow to the air. sometimes when walk into the menage now unity become that pass beat smack in the air, commonly in the spring/summer clip and it aim me back up to the month unity same renovating, painting, cleanse the novel menage to become it set up to prompt in. it was a clip of grueling work, but memorable and gratifying",cat1
New Home. The most memorable smell experience I can think of would be the smell of our new house. When we first came to see the house with the realtor I can smell the new paint on the walls. The new carpet smell overwhelmed the bedrooms. It just smelt like home. It is definitely an experience that I will never forget.,cat1
New Home. The most memorable smell experience bedrooms. can think of would be the smell of our new house. When we first came to see the house with the realtor I can smell the new paint  on the walls. The new carpet smell overwhelmed the I It just smelt like home. It is definitely an experience that I will never forget.,cat1
newfangled Home. The most memorable flavor receive bedrooms. can remember of would be the flavor of our raw house. When we first of all come up to assure the menage with the realtor iodin can flavor the raw rouge on the walls. The raw carpeting flavor overpower the iodin it just flavor similar home. it is in spades an receive that iodin will neer forget.,cat1
"Wedding Day. I got married on a beach. Specifically a sandy beach on the shore of Lake Tahoe. I remember smelling the crisp mountain air and water and certain beach smells. Lakes smell much different from oceans and on that morning I could smell everything around me. The way the sand and water mixed together, the cold wind that smelled just...clean. It was a very cold day in November and to me it smelled different than it would have had it been summer.",cat1
