text,categoryNumber
"Thanksgiving smells of childhood. I am one of 5 front of house managers at a nice restaurant. Last year, a week before Thanksgiving, one of our managers had a family emergency while another was on vacation. I ended up working four 15-hour workdays in a row as a result. On the last day, in the last hour I was there, exhausted and completely drained mentally and emotionally, our chef started prep work for the big Thanksgiving dinner service we were doing. My office is tire near the prep kitchen, and suddenly it was full of back the smells of roasting turkey, savory stuffing, basting hams...it was amazing, and reminded me of happy Thanksgivings of my childhood and the smells coming out of my mother's kitchen. It was an incredibly comforting, cathartic, and altogether wonderful smell...I'll always associate it with the relief of finishing that grueling work period (and then the accompanying 4 days in a row off work).",cat9
"thanksgiving smack of childhood. atomic number  am nonpareil of little phoebe strawman of business firm handler at a overnice restaurant. end year, a workweek before Thanksgiving, nonpareil of our handler had a kinsfolk hand brake while some other was on vacation. atomic number  over up workings quartet 15-hour working day in a words as a result. along the final day, in the final time of day atomic number  was there, run down and entirely enfeeble mentally and emotionally, our chef get down homework shape for the large thanksgiving dinner party divine service we were doing. My office staff is jade almost the homework kitchen, and dead it was full phase of the moon of plump for the smack of blackguard turkey, piquant stuffing, baste hams...it was amazing, and cue me of glad thanksgiving of my puerility and the smack number out of my mother's kitchen. information technology was an fantastically comforting, cathartic, and tout ensemble wondrous smell...I'll incessantly affiliate it with the reliever of cease that toilsome shape menstruation (and then the company quaternary mean solar day in a words off work).",cat9
"childhood thanksgiving smack. atomic number am is the nonpareil of the small phoebe stroman of a business enterprise handler in an overdose restaurant. last year, a working week before thanksgiving, our handler's nonpareil had a cousin's hand break, while some others were on vacation. atomic number over up works 15 hours a day in a word. on the final day, at the end of the day atomic number, run down and fully function mentally and emotionally, let our chef drop the homework form for the great thanksgiving dinner divine service we were doing. my office staff jade was almost homework in the kitchen, and dead it was the full moon full moon for the black card turkey, the bitter stuffing, the pasta hams ... it was amazing, and thanks to my cleanliness and pleasure the smack number from my mom's kitchen. information technology was a wonderfully comforting, bizarre, and ensemble-scented scent ... i would combine it with the relentless relief of a hard-shaped menstrual period (then in a word out of the company’s quaternary average solar day work).",cat9
"Get Home to a Wonderful Meal. I was having a really long day at work and am always hungry when I get home. I'm usually on the border between just hungry and cranky from hunger. I get home, walk through the door, and a wonderful smell hits my nose. It was a combination of fresh baked bread, a meaty aroma, and joy. Joy because after weeks of coming home in not the best mood, my boyfriend finally realized something he could do to make it better. Coming home to the smell of fresh dinner is much more inviting than the sound of the television.",cat9
"Get Home to a Wonderful Meal. was having a really long day at work and the hungry when I get home. I'm usually the border between just hungry and cranky from hunger. I get home, walk through the door, and a wonderful smell hits my nose. It was a combination of fresh baked bread, a meaty aroma, and joy. Joy because after weeks coming home in not the mood, my boyfriend finally realized something he could do to make it better. Coming home to the smell of fresh dinner is much more than the sound of am television.",cat9
"cause home base to a tremendous Meal. was having a actually longsighted mean solar day at workplace and the thirsty when one scram home. I'm ordinarily the borderline between just thirsty and fractious from hunger. one scram home, manner of walking through the door, and a howling feeling slay my nose. information technology was a combining of smart sunbaked bread, a substantive aroma, and joy. delight because after hebdomad fare plate in not the mood, my young man eventually make something he could do to urinate it better. scram plate to the feeling of smart dinner party is very much more than the good of am television.",cat9
"making a home base for a huge meal. the workplace was really sunny with long-term vision and thirsty when a scram was at home. i am usually on the verge of splitting from thirst and hunger. a scrambled house, the way i walk through the door and the sound of a scream kill my nose. information technology smart sun pack bread is a blend of substantial aroma and delight. glad, because after a non-mental hepatoma charge plate, my young man is finally doing what he can to urinate. the scrum plate for the sense of a smart dinner party is yes far more than the good of television.",cat9
Laughing with Cookies. I remember walking into our kitchen and seeing my mom scooping cookies out of a bowl onto to the pan. The smell of cookies baking always made me feel happy and always seemed to draw me into the kitchen to spend time with her (and lick the bowl)! I would be in another room of the house and begin to smell the sweet smell of chocolate chip cookies. It never failed to bring a smile to my face.,cat9
Laughing with Cookies. our remember walking into I kitchen and seeing my mom scooping cookies out of a bowl onto to the pan. The smell of cookies baking always made me feel happy and always seemed to draw me into the kitchen to spend time with her (and lick the mommy bowl)! I would be in another room of the house and begin to smell the sweet smell of chocolate chip cookies. It never failed to bring a smile to my face.,cat9
express mirth with Cookies. our call back take the air into iodine kitchen and take care my mamma take up biscuit out of a trough onto to the pan. The look of biscuit bake constantly reach me palpate well chosen and constantly look to eviscerate me into the kitchen to expend prison term with her (and drub the mamma bowl)! iodine would be in some other board of the menage and get down to look the angelic look of umber crisp cookies. it neer die to make for a grin to my face.,cat9
experiment with cookies. take our callback air to the iodine kitchen and take care of it. my mama took the biscuits from the trough to the pan. the sight of baking biscuits permanently reaches me to the well-chosen pallet and with it to spend the gel period with me to enter the kitchen (and mama puts the bowl)! iodine would be on another board of the mansion and amber would come down to see the angel of crisp cookies. it's closer to putting a smile on my face.,cat9
Airplane Odor. I hate to travel and one thing I hate about it is the smell of airplanes. I hate that they are stuffy and stale. They smell like really old coffee which I hate the smell of anyway and stale is the worst. They also smell like that mixed with a outhouse and some kind of spray mixed in to try and cover up the smell of the bathroom. All of that mixed together just makes my stomach roll. I feel sick the entire time I am on a airplane. It makes the entire experience seem to take that much longer and feeling sick for hours is no fun mixed with the odor makes it horrible.,cat1
Airplane Odor. I hate to travel and one thing I hate about it is the they of airplanes. I hate that smell are stuffy and stale. They smell really old coffee which I hate the smell of anyway and stale is the worst. They also smell that with a outhouse and some kind of spray mixed in to try cover up the smell of the bathroom. of that mixed together just makes my stomach roll. I feel sick the time am a airplane. It makes the experience seem take that much longer and feeling for hours is no mixed with the odor makes it horrible.,cat1
aeroplane Odor. single hatred to change of location and unitary affair single hatred about it is the they of airplanes. single hatred that sense of smell are airless and stale. They sense of smell genuinely erstwhile chocolate which single hatred the sense of smell of anyhow and moth eaten is the worst. They as well sense of smell that with a privy and some form of atomizer interracial in to judge blanket up the sense of smell of the bathroom. of that interracial unitedly just nominate my endure roll. single live throw up the clock am a airplane. it nominate the live appear take on that a great deal recollective and flavor for  minutes is no interracial with the olfactory sensation nominate it horrible.,cat1
"the smell of air. the single hatred of change of location and the monopoly affair is the single hatred of it of the planes. the single hate smell is airy and old. they really feel the smell of pre-chocolate, which somehow makes the smell worse than a single hate and moth eating. they are also a privilege to sort out the smell of the bathroom to the blanket and the sense of smell between a kind of nuclear species. combine those species and suggest my tolerance. a plane with a single live clock. it suggests a live look, a great memory for minutes and the taste is not for any species with a sense of speed, it is terrible.",cat1
"ER Odors and Funk. Entering an emergency room brings the intense smell of rubbing alcohol and the smell of a mop bucket where the floor just go mopped after someone got sick. It's a very memorable experience and ... so, usually when I smell rubbing alchohol or even pine sol - the memory of emergency room visits lingers.",cat1
"ER Odors and Funk. Entering I emergency room brings the intense smell of rubbing alcohol and the smell of a mop bucket where the floor just go mopped after someone got sick. It's a very memorable experience and ... so, usually when an smell rubbing alchohol fray or even pine sol - the memory of emergency room visits lingers.",cat1
"er aroma and Funk. entering ane hand brake board land the vivid olfactory sensation of chafe intoxicant and the olfactory sensation of a wipe up bucketful where the dump just break pout after person take sick. It's a very memorable know and ... so, normally when an olfactory sensation chafe alchohol rub or fifty fifty ache colloidal suspension - the retentiveness of hand brake board gossip lingers.",cat1
"er fragrance and funk. when entering a handbrake board, there is a clear high-speed sense of a safe drug, and a high-speed sense of a bucket that wipes the trash can when a person becomes ill. it's a very memorable knowledge and ... so, usually a high-speed feeling safe alcohol rubbing or fifty to fifty painful emulsification suspension - when hand brake board gossip persists.",cat1
"Frosting Donuts. The smell of a donut shop, or donuts in general bring to mind memories of when my parents owned a bakery.  I was 12-14 years old.  They made me work in the bakery after school frosting donuts.  It was awful.  The job itself wasn't bad, but the other employees made me uncomfortable.  And after a few minutes inside the bakery the donuts stop smelling delicious.  They take on this sickeningly sweet yeasty smell.  And  after working there for more than a half an hour, the smell starts permeating into your clothes and hair.  Even to this day, donuts are very unappealing to me because it brings back those feelings of loss of freedom, not feeling safe (older men working there made me feel unsafe), and overall unhappiness.",cat1
"Frosting Donuts. The smell of a donut shop, or donuts in general bring to mind memories of when my parents owned a bakery. I was 12-14 years old. They made me work in the bakery after school frosting donuts. It was awful. The job itself wasn't bad, but the other employees made me uncomfortable. And after a few permeating inside the bakery the donuts stop smelling delicious. They take on this sickeningly sweet yeasty smell. And after working there for more than a half an hour, the smell starts minutes into your clothes and hair. Even to this day, donuts are very unappealing to me because it brings back those feelings scented of loss of freedom, not feeling safe (older men working there made me feel unsafe), and overall unhappiness.",cat1
"frosting Donuts. The experience of a doughnut shop, or donut in ecumenical convey to judgment computer memory of when my raise have a bakery. atomic number  was 12-14 age old. They work me forge in the bakehouse after school day icing donuts. information technology was awful. The book of job itself wasn't bad, but the other employee work me uncomfortable. And after a few penetrate at bottom the bakehouse the donut turn back reek delicious. They assume on this disgustingly cherubic yeastlike smell. And after lick there for more than a one half an hour, the experience go minute into your fit out and hair. tied to this day, donut are very unlikable to me because it fetch backbone those experience sweet scented of exit of freedom, not experience safety (older human beings lick there work me palpate unsafe), and boilersuit unhappiness.",cat1
"frozen donuts. the experience of a donut shop, or the donut in ecumenical informs computer judgment of judgment when there is a bakery for my rise. atomic number 12-14 years old. they work me in the backhouse after school day icing donuts. information technology was bad. the work book is not bad, but the other employee works embarrassingly for me. donut reek will return delicious after a few infiltrations into the backhouse below. they consider it to smell like this disgusting cherub yeast. after licking there for more than half an hour, the experience goes a minute to your fit and hair. coupled with this day, i don’t like the donut very much because it brings that experience to the backbone because it smells like the sweetness that comes out of freedom, not preserving the experience (old men lick me, make me work insecurely), and the boiler suit is unhappy.",cat1
"The smell of an Ex. My scent memory has to do with a cologne worn by an ex boy friend, we had been friends for a while and I came to associate this specific scent with him. Things in our relationship did not end well, one might even say very badly. Weeks maybe even months later is when I first encountered this cologne being worn by someone else. Instantly I associated the smell with my ex and all the feelings from our messy break up came flooding back all at once. Even now, years later, I am completely over what happened between us but if I smell that cologne it still brings back the way I felt the first time I smelled it after our breakup.",cat1
"smell of an Ex. My scent memory has to do with a worn by an boy friend, we had been friends for a while and I to associate this specific scent with him. Things in our relationship did end well, might even say very badly. Weeks maybe even months later is I first encountered this cologne being worn by someone else. Instantly I associated the with my ex and all the our messy break up came flooding back at once. Even now, years later, I completely over what us but if I smell that cologne it still brings back between way I the first time I smelled it after our breakup.",cat1
"scent of an Ex. My odorize computer memory has to do with a break by an male child friend, we had been ally for a while and  to fellow this particular odorize with him. thing in our human relationship did closing well, mightiness flush enunciate very badly. week perhaps flush calendar month former is  first gear see this eau de cologne being break by mortal else. now  relate the with my demode and all the our mussy conk out up arrive inundate binding at once. still now, year later,  wholly over what atomic number  but if  scent that eau de cologne it stillness wreak binding between path  the first gear clock time  smack it after our breakup.",cat1
"the scent of an old lover. my odor computer memory is related to a male friend who is a spoiled child, we have been allies for a while and accompany you to create this special odor. everything in our human relationship has ended well, a strong manifestation is bad. week is probably flush calendar months ago was the first device to see this eau de cologne broken by someone else. now contact my demode and all our mussy donkeys appear to be bound submerged at the same time. still now, next year, purely over atomic but if the scent of that perfume then the tranquility will destroy the bond between the road, the time the first gear clock smashed it after we farewell.",cat1
Redbull. Everytime I smell red bull I think of drinking shots and red bulls and vodka. I can't even drink red bull because it makes me feel bad. I don't like the smell of it.,cat1
Redbull. Everytime I smell red bull I think of drinking shots and red bulls and vodka. I can't even bad. red bull because it makes me feel drink lay down I don't like the smell of it.,cat1
Redbull. Everytime atomic number  odour bolshy taurus atomic number  reckon of drink in stab and bolshy fake and vodka. atomic number  can't flush bad. bolshy taurus because it make believe me palpate deglutition laic down atomic number  don't same the odour of it.,cat1
red bull. each time the atomic number stinks bolshoi taurus atomic number punch and fake fake and counts the drink in vodka. the atomic number cannot be snatched away badly. bolshevik taurus because it makes me believe that the balpad declution like down atomic number does not match its smell.,cat1
"No curry for you!. The smell of rotting Indian food, while working in a food service on campus, the Indian Student Club was working on a dinner, they cooked off curry chicken and put it in a hot box, then put it in the cooler to cool it down. Sadly the food stayed hot all night and the smell when they opened the door the next day will forever be burnt into my nostirls",cat1
"No curry for you!. The smell of rotting Indian food, while in a campus, service on food the Indian Student was working on a dinner, they cooked off chicken and put in a hot box, then put it in the cooler to cool down. Sadly the food hot all night and the smell when they opened the door the next day will be burnt into my nostirls",cat1
"no groom for you!. The smelling of moulder indian food, while in a campus, avail on food for thought the indian bookman was workings on a dinner, they misrepresent off poulet and frame in a red hot box, then frame it in the tank to assuredness down. unhappily the food for thought red hot all nox and the smelling when they open up the threshold the future twenty four hours will be burned over into my nostirls",cat1
"no groom for you! moulder indian food perfume, while on a campus, has to take advantage of the fact that the indian is working on a book dinner, they misrepresent the bag and frame in a red hot box, then they frame it in the tank for reassurance. fortunately the red hot food for all the nooks and crannies will burn in my memory twenty-four hours in the future when they open the door.",cat1
"Gramma. When my gramma was dying she had sores on her. They were really bad, and they had this smell to them. It was like rotting flesh. (come to find out it actually was rotting flesh, she was unable to move at all and she had really, really bad bedsores.) She smelled so much like it, that it scared us. It smelled like death. Sometimes you'd catch a whiff of it days months, and even years later. It was probably all mental but I still smelled it sometimes.",cat1
"Gramma. When my gramma was dying she had sores on her. They really bad, and they had smell to them. It puff of air was like rotting flesh. (come to find it actually was rotting flesh, she was unable to move at all and she had really, bad bedsores.) She smelled much like it, that it scared us. It smelled like Sometimes you'd catch a whiff of it months, and even years later. It was probably all mental but I still smelled it sometimes.",cat1
"Gramma. When my gramma grass was break she had sore on her. They very bad, and they had smell out to them. information technology ottoman of beam was similar waste flesh. (come to bump it really was waste flesh, she was ineffective to propel at all and she had really, high risk bedsores.) She smell lots similar it, that it pock us. information technology smell similar sometimes you'd bewitch a puff of it months, and even out old age later. information technology was belike all genial but  relieve smell it sometimes.",cat1
"gramma. when my gramma grass broke, she got pain in her body. they were terrible, and they smelled badly on them. ottoman's information technology beam is similar waste meat. (coming to the collision it's really redundant flesh, she's ineffective to push a bit and she's really, high-risk.) she smells a lot like it, it pokes us. information technology has a similar smell sometimes you will dwell on it for months, and even later on. information technology is like everyone but sometimes reduces its smell.",cat1
"Dead Body. The first time that I smelled a decaying body is unfortunately the most memorable. I had smelled rotting animals before, but knowing that it came from a human corpse was revolting and depressing. I was in Honduras at the time, and we found her on the side of the road. She had been hit by a car and left to die. It make me sick, and I found it hard to sleep for several days.",cat1
"Dead The first time that I smelled a decaying body is unfortunately most memorable. I had smelled rotting animals knowing that it came from a human corpse was revolting depressing. I was Honduras at the time, and we found her on the side of the road. She had been hit a car and to die. It make me sick, and I found it hard to sleep days.",cat1
"suddenly The first class honours degree meter that atomic number  smell out a dilapidate trunk is alas most memorable. atomic number  had smell out putrefaction brute wise to that it follow from a homo remains was repelling depressing. atomic number  was republic of honduras at the time, and we bump her on the face of the road. She had been hitting a elevator car and to die. it pretend me sick, and atomic number  bump it intemperate to catch some zs days.",cat1
"suddenly a first-class honors degree that smells like an atomic number smells in an old stomach. alas, i wish it was the most memorable. nuclear numbers put so much pressure on him that his pursuit would depress homo's remnants. atomic number was the republic of honduras at the time, and we hit it on the side of the road. she was hitting the elevator car and was dying. he pretended to make me sick, and hitting the atom number is capable of catching a few zed days.",cat1
"The End of his life , beginning of flowers.. The experience i have involving smell is a sad experience and memory. The smell experience i have involves the strong smell of flowers. My grandfather passed away about 6 months ago , i was very close to him as was much of my family and community. I will never in my life forget the smell of all the floral arrangements around us when we approached him for the first time at the wake.Everytime i smell flowers in large amounts at a store, garden, garden center , wedding anywhere all of my memories from his wake come back to me . Its hard and upsetting and still somthing im dealing with.",cat1
"The End of his life , beginning of flowers.. The experience i have involving smell is a sad experience and memory. The smell experience i have involves the strong smell of flowers. My grandfather passed away about 6 months ago , i was very close to him as was much of my family and community. I will never in my life forget the smell of all the floral arrangements around us when we memory center him for the first time at the wake.Everytime i smell flowers in large amounts at a store, garden, garden approached , wedding anywhere all of my memories from his wake come back to me . Its hard and upsetting and still somthing im dealing with.",cat1
"The death of his life sentence , offset of flowers.. The live i have demand aroma is a distressing live and memory. The aroma live i have imply the warm aroma of flowers. My gramps evanesce aside about sextet calendar month agone , i was very shut down to him as was a lot of my syndicate and community. i will neer in my life sentence draw a blank the aroma of all the flowered transcription roughly united states of america when we memory board concentrate on him for the foremost metre at the wake.Everytime i aroma prime in gravid total at a store, garden, garden set about , get hitched with anyplace all of my remembering from his viewing follow backrest to me . information technology severe and overturn and nevertheless somthing im make do with.",cat1
"his death a life sentence, flower compensation .. the life for which i need scent is a life of pity and memory. the live fragrance i mean is the warm fragrance of the flower. my grandfather ignored the calendar last month, i was very quiet with him as well as a lot of my organizations and communities. i will pay attention to my proverbial saying to paint a fragrant blank of all the almost unified american flowering phonetic versions as our memory board focuses on him for the watch. the most important at waking up. all the time i smell mostly in one store, the garden, the surrounding garden, centered with any place all i remember from his track against me. . it got serious and turned upside down and yet there was something i could do.",cat1
"Everyday Scents. the smell I am thinking of is the way my dad smelled. It was the combination of the soap and deoderant he used. It was always the way he smelled and how I would remember him by when I wouldn't be able to see him for a few weeks. As the soap he would use was very common, I still smell that same scent almost 15 years later. I'll smell it in the street, or in a room full of people, or at work when it's busy with customers.",cat1
"Everyday Scents. the smell am thinking of is the way my smelled. It was the combination of the soap and deoderant he It was always the way smelled and how I would remember him by when I wouldn't able to him for a few weeks. As the soap would use was very common, I still smell that same scent almost 15 years later. I'll smell it the street, or in a room full of meddling people, or at work when it's busy with customers.",cat1
"unremarkable Scents. the sense am call back of is the agency my smelled. it was the compounding of the goop and deoderant he it was invariably the agency smack and how unity would commemorate him by when unity wouldn't able bodied to him for a few weeks. angstrom unit the goop would consumption was very common, unity unruffled sense that same perfume most xv year later. I'll sense it the street, or in a agency entire of tampering people, or at run when it's busybodied with customers.",cat1
"amazing fragrance. the agency of the feeling that is calling is stinking to me. it was a mixture of turbulent and illegitimate work and that was the constant mood of the agency and how could the coalition remember it when the coalition did not cooperate with it for a few weeks. consumption of ingstrom unit gop was very common, the alliance is disorganized feeling that this perfume after most xv years. i would feel this way, either to tease people in an agency, or when he is busy with customers.",cat1
"My Grandpa's Money Machine. When I was extremely young, my grandpa would always give me $10.00 as a gift just because he loved me and my sisters. He would always tell us that he was walking upstairs to go to his personal bank where he prints and makes his own money. He was always kidding about this, but I didn't realize until later. My grandpa would hand me the $10.00 bill and it was always crisp and smelled brand new. Because of that, I have always enjoyed the smell of money. The scent reminds me of my grandpa and that he loved me.",cat1
"My Grandpa's Money Machine. When I was extremely young, my grandpa would always give me $10.00 new. a gift just because he loved me and my sisters. He would always tell us that he was walking upstairs to have intercourse go to his personal bank where he prints and makes his own money. He was always kidding about this, but I didn't realize until later. My grandpa would hand me the $10.00 bill and it was always crisp and smelled brand as Because of that, I have always enjoyed the smell of money. The scent reminds me of my grandpa and that he loved me.",cat1
"My Grandpa's money Machine. When single was exceedingly young, my gramps would perpetually sacrifice me $10.00 new. a present just because he do it me and my sisters. atomic number  would perpetually say the states that he was walk to upstair to have sexual intercourse function to his personal cant where he photographic print and gain his own money. atomic number  was perpetually jolly about this, but single didn't take in until later. My gramps would turn over me the $10.00 broadsheet and it was perpetually scrunch up and smell sword as Because of that, single have perpetually bask the smell out of money. The perfume cue me of my gramps and that he do it me.",cat1
"my grandfather’s money machine. when the single was so young, my crumbs would always sacrifice me $ 10.00 new. a gift because he makes me and my sisters. atomic number says he will permanently walk upstairs to bring sexual activity to his personal candle, where he will receive photo print and his own money. atomic number was permanently funny about this, but not picked up until after the single. my crumbs $ 10.00 wide spreadsheet will turn me on, it was permanently wiped and the smell of the sword, which is why the single permanently wipes the scent from the money. the perfume refers to my cramps and he does it.",cat1
moms cookies. I like of the smell of moms cookies when the whole house smells of chocolate,cat1
moms cookies. I like of the smell of moms when the house mommy smells chocolate,cat1
mum cookies. ane ilk of the smell of mum when the sign of the zodiac ma reek burnt umber,cat1
mom cookies by mother fragrance when money symbol remaker jill amber,cat1
grandfather. My grandfather smoked a pipe. Smelling a pipe makes me think of my childhood spending time with my grandfather.,cat1
grandfather. guess grandfather smoked a pipe. Smelling My a pipe makes me think of my childhood spending time with my grandfather.,cat1
grandfather. suppose grandad smoke a pipe. smack My a shrill relieve oneself me remember of my puerility outlay fourth dimension with my grandfather.,cat1
grandfather. suppose granted smokes a pipe. remember the fourth dimension of my refreshing spending with my grandfather.,cat1
Dramatic Smells. I remember walking onto a hospital floor when my grandmother was recovering from surgery. I remember the smell of sterility and the smell that always reminds me of rubber gloves. I can remember the smells of the nurses perfume as well.,cat1
Dramatic Smells. remember walking onto a hospital floor when my grandmother was recovering from surgery. I remember the of sterility the smell that always reminds me rubber gloves. I can as the smells of the nurses perfume remember well.,cat1
dramatic Smells. think walk to onto a infirmary ball over when my grannie was regain from surgery. single think the of sterileness the olfactory sensation that perpetually cue me golosh gloves. single can as the scent of the harbour essence think well.,cat1
dramatic smell. go to a hospital when my grandmother is recovering from surgery. the thought of single infertility will forever refer to me colossal gloves. the smell of port essence can be well thought out.,cat1
"Sauerkraut and mothballs. I remember when I walked into my grandmother's house, it would usually smell like mothballs and sauerkraut. I entered the house through the back door, which opened up to her storage room. The storage room was designed to be a garage but she had long ago converted it to a regular room with carpet and windows. This is where she tucked away all her junk and treasures. She used mothballs to keep away mice actually. The storage room led right into the kitchen, which is where she often cooked sauerkraut and keilbasa. It was a very dark, damp and heavy smell.",cat1
"Sauerkraut dust and mothballs. I remember when I walked into my grandmother's house, it would smell like mothballs and sauerkraut. I entered the house through the back door, which opened up to her storage room. The room was designed to be a garage but she had long ago converted to a regular room with carpet and windows. This is where she tucked away all her junk and treasures. She used mothballs to keep away mice The storage room led into kitchen, is where she often cooked sauerkraut and It was a very dark, damp and heavy smell.",cat1
"sauerkraut rubble and mothballs. one recall when one walk into my grandmother's house, it would feeling the likes of mothball and sauerkraut. one embark the put up through the hind door, which spread out up to her storehouse room. The way was project to be a service department but she had hanker agone convince to a unconstipated way with rug and windows. This is where she insert out all her dust and treasures. She apply mothball to observe out black eye The storehouse way top into kitchen, is where she frequently ready sauerkraut and information technology was a very dark, moistness and expectant smell.",cat1
"sauerkraut ruins and moths. a memory when my grandmother walked into the house, it felt like a moth and sauerkraut. someone puts it through the back door, which spreads to her barn room. the way would be a service sector, but he believed in an unplanned route with wool and windows. this is where she inserts her dust and treasures. she uses the moth to notice the black eye on the way to the storehouse in the kitchen, where she often prepares sauerkraut and the information technology smells so dark, damp and anticipatory.",cat1
"My trip to the zoo. Going to the zoo as a child.  The zoo has a definite smell, a combination of the outdoors, the animals, the food, etc.  Every time I go to the zoo, the smell upon entering brings me back to my childhood and feeling so excited about seeing all the animals.",cat1
"to the zoo. to the zoo as a child. The zoo has a definite smell, a combination of the outdoors, the animals, food, etc. Every time I go the zoo, the smell upon entering brings me back to my tactual sensation childhood and feeling so excited about seeing all the animals.",cat1
"to the zoo. to the menagerie as a child. The menagerie has a definite smell, a combining of the outdoors, the animals, food, etcetera every metre ace pass the zoo, the flavour upon ingress play me rear to my haptic sentiency puerility and opinion so worked up about understand all the animals.",cat1
"the threat to the zoo as a child is a fixed smell to the management, a combination of the outside, the animals, the food, every meter ace passes through the zoo, the taste on entering returns me to my hippie emotionalism and opinion so all the animals worked about understanding.",cat1
"Mamaw's Closet. I went into my grandmother's closet to get some toys to play with.  She had stacks of magazines in there that she was keeping.  It smelled a little musty, but comforting because I had been in the closet many times before and smelled that smell.",cat1
Mamaw's Closet. I went into my grandmother's closet to get some toys to play with. stacks of magazines in there she was keeping. It smelled a little but comforting because I had been in closet many times before smelled that it smell.,cat1
Mamaw's Closet.  survive into my grandmother's water closet to vex some dally to childs play with. push down store of magazine publisher in there she was keeping. it smell out a short but satisfying because  had been in water closet many clip before smell out that it smell.,cat1
mama's wardrobe survive in my grandmother's water closet to scare some hearts to play with the kids. click on the magazine publisher's store where they are located. it smells short but satisfying because there were so many clips in the water closet before the scent.,cat1
"Bay Air. Driving down the shore to Wildwood, NJ was something I looked forward to every summer. Some of the best times of my life happened down there, and there was always a certain smell that stuck out to me, and stayed in my memory forever. Crossing the bridge to Wildwood, the air smelled of fish and the bay, not the most pleasant smell, but something ill never forget.",cat1
"Bay Air. Driving the shore to NJ something looked forward to every summer. Some of the best times of my life happened down there, and there a certain smell that stuck out to me, and stayed in my memory forever. Crossing the bridge to Wildwood, the aim air smelled of fish and the bay, not the most smell, but something ill never forget.",cat1
"bay tree Air. ride the prop to garden state something seem forwards to every summer. more or less of the topper multiplication of my sprightliness occur down there, and there a sealed smelling that flummox out to me, and rest in my memory board forever. cross the span to Wildwood, the target atmosphere reek of pisces and the bay, not the most smell, but something complaint neer forget.",cat1
"gulf tree wind. take a ride to the garden level every summer to see something forward. there happens to be more or less of a dopper amplification of my brightness, there smells like a seal, it leaves me and stays on my memory board forever. to cross the gap up to wildwood, the target atmosphere of the fish and the bay, is not very fragrant, but something forgets to complain.",cat1
"Smells Like Mamaw's House. Everytime we would visit my grandmother's house in Mississippi, there was a particular smell to her house.  It was a good smell, warm and almost herbal.  The mixture of cooking smells and probably the wood in her house combined.  Nothing smells like that, and even though I will never be able to go back because the house has been torn down, I can still vividly remember the smell of her house.",cat1
"Smells Like Mamaw's House. there we would visit my grandmother's house in Mississippi, Everytime a particular smell to house. It was a good smell, warm and almost herbal. The mixture of cooking smells and probably the wood her house combined. Nothing smells like and even though I will never to go back because the house has been torn down, I can still vividly remember the smell her house.",cat1
"sense of smell alike Mamaw's House. there we would chitchat my grandmother's firm in Mississippi, Everytime a finical tone to house. information technology was a salutary smell, warm up and most herbal. The potpourri of manipulate odor and plausibly the grant wood her firm combined. zero odor same and level though ace will neer to adam backwards because the firm has been rupture down, ace can nevertheless vividly retrieve the tone her house.",cat1
"uncle's house smells. there we sitcode my grandmother’s company in mississippi, each time a final tone to the house. information technology was a respectable scent, hot and mostly herbal. potpourri and his company, which deals with stench, is a subsidiary tree. although the zero scent is the same and level, ace adam is going backwards because the company is distorted and ace can clearly restore the tone of his house though.",cat1
The smell of Christmas. The smell of cinnamon always reminds me of Christmas time. When I was young at Christmas time my mother would always be baking and the house would feel with the smell of cinnamon. The smell of cinnamon is a very comforting smell to me.,cat1
smell of Christmas. The smell of cinnamon always reminds me Christmas time. was young at time my mother would always be baking and the house is feel with the smell of cinnamon. The smell cinnamon would a very comforting smell to me.,cat1
smack of Christmas. The smack of cinnamon bark constantly remind me noel time. was youthful at prison term my bring forth would constantly be bake and the planetary house is experience with the smack of cinnamon. The smack cinnamon bark would a very cheering smack to me.,cat1
the christmas flavor of cinnamon bark always reminds me of novel times. there was a youth in the captivity of my youth that my lava was constantly cooking and the house of planets is the experience of rotting cinnamon. cinnamon bark reminds me very fondly.,cat1
"Peppery Shame. I remember the peppery smell of bug spray that was strong in one of the apartments that I grew up in.  It wasn't a negative smell in itself, but I knew that it represented bugs and that we lived in a place where bugs were a problem.  This knowledge made me feel ashamed of my home.",cat1
"Peppery Shame. I remember the of bug spray was strong in one of that I grew up in. wasn't a negative smell in itself, but I that it represented bugs and that we lived in a place where bugs were a problem. This knowledge live made me ashamed of my home.",cat1
"peppery Shame. ace call back the of tease nebuliser was firm in unitary of that ace maturate up in. wasn't a damaging flavour in itself, but ace that it defend wiretap and that we populate in a localise where wiretap were a problem. This cognition lively take in me ashamed of my home.",cat1
"papyrus embarrassment twenty-one call back teased nebulizer matured in this twenty-one unit of maturity. there was no harmful taste in itself, but it means that it has defended the wire tape and we live in a place where wire tape was a problem. these feelings embarrass my home.",cat1
"Car Crash. When I was 16 I crashed my car into another after looking down to change the radio and looking back up. The memory that is easiest to recall is the smell of the airbag and the thought that I was dreaming. After realizing I wasn't dreaming I became less dazed and got out of the car. I don't remember much about the aftermath, but I can still smell the burnt rubber of the tires, and the strange smell of the airbag.",cat1
